application_id,applicant_country,destination_country,application_type,visa_category,submission_date,decision_date,season,priority_processing,biometrics_completed,countries_visited,schengen_visits,us_visits,uk_visits,overstay_history,previous_rejections,applicant_age,gender,employment_status,marital_status,document_completeness,supporting_docs_provided,interview_required,financial_docs_provided,sponsorship_letter,processing_office,application_status,rejection_reason
APP000551,Kazakhstan,Qatar,In-Person,Tourist,08-08-2023,21-09-2023,Summer,No,Yes,1,0,1,0,No,0,64,M,Employed,Married,Yes,Yes,No,Yes,No,Office C - Small Town,Approved,
APP000552,South Africa,Saudi Arabia,In-Person,Tourist,04-07-2024,15-08-2024,Summer,No,Yes,12,2,2,0,No,2,37,M,Retired,Divorced,Yes,Yes,Yes,Yes,Yes,Office C - Small Town,Approved,
APP000553,Cameroon,New Zealand,Online,Student,03-08-2023,21-09-2023,Summer,No,Yes,0,0,0,0,No,1,42,F,Employed,Married,Yes,Yes,No,Yes,Yes,Office D - Capital,Approved,
APP000554,Ecuador,Croatia,In-Person,Tourist,14-08-2023,16-09-2023,Summer,No,Yes,6,4,4,1,No,0,19,M,Employed,Widowed,Yes,No,No,Yes,No,Office A - Metro,Rejected,Insufficient Supporting Documents
APP000555,Turkey,Canada,Online,Business,28-07-2023,21-08-2023,Summer,No,Yes,1,1,0,2,No,0,30,M,Self-Employed,Married,Yes,Yes,No,No,No,Office E - Border,Rejected,Insufficient Financial Proof
APP000556,Morocco,Spain,Online,Tourist,04-02-2023,22-03-2023,Winter,No,Yes,6,1,1,0,No,0,24,F,Self-Employed,Single,Yes,Yes,Yes,No,No,Office E - Border,Rejected,Insufficient Financial Proof
APP000557,South Africa,Lithuania,In-Person,Work,11-02-2023,21-04-2023,Winter,No,Yes,4,1,1,0,No,0,39,F,Employed,Married,Yes,Yes,Yes,Yes,No,Office A - Metro,Approved,
APP000558,India,Germany,Online,Business,02-08-2024,05-09-2024,Summer,No,Yes,6,6,0,3,No,0,34,F,Student,Divorced,Yes,Yes,No,Yes,No,Office B - Regional,Approved,
APP000559,Malaysia,Cyprus,In-Person,Work,29-08-2023,20-10-2023,Summer,No,No,0,0,0,0,No,0,61,F,Self-Employed,Divorced,Yes,Yes,No,Yes,No,Office F - Consulate,Rejected,Poor Travel History
APP000560,Mexico,Italy,In-Person,Transit,20-12-2024,25-12-2024,Winter,Yes,Yes,12,6,3,2,No,2,61,M,Employed,Widowed,No,No,Yes,No,Yes,Office F - Consulate,Rejected,Incomplete Documentation
APP000561,Lebanon,Czech Republic,Online,Business,16-11-2023,01-12-2023,Fall,Yes,Yes,7,6,3,3,No,0,49,M,Employed,Single,Yes,Yes,No,Yes,No,Office C - Small Town,Approved,
APP000562,Cuba,Greece,Online,Tourist,21-04-2024,26-05-2024,Spring,No,Yes,12,8,0,0,No,2,46,M,Student,Single,Yes,Yes,Yes,No,No,Office F - Consulate,Rejected,Insufficient Financial Proof
APP000563,Brazil,Czech Republic,Online,Work,03-07-2023,04-09-2023,Summer,No,No,6,5,4,0,No,0,35,F,Employed,Single,Yes,Yes,Yes,Yes,No,Office D - Capital,Approved,
APP000564,Russia,Netherlands,Online,Tourist,11-07-2024,26-08-2024,Summer,No,Yes,2,2,0,0,No,0,49,F,Student,Married,Yes,No,Yes,Yes,Yes,Office D - Capital,Approved,
APP000565,Turkey,France,Online,Tourist,03-06-2023,16-07-2023,Summer,No,Yes,14,2,1,0,No,0,35,M,Employed,Married,Yes,Yes,No,Yes,No,Office F - Consulate,Approved,
APP000566,China,Norway,Online,Tourist,11-05-2023,16-06-2023,Spring,No,Yes,3,0,0,0,Yes,0,17,F,Employed,Single,No,Yes,No,Yes,Yes,Office C - Small Town,Rejected,Previous Visa Overstay
APP000567,Brazil,Belgium,Online,Tourist,09-03-2024,16-04-2024,Spring,No,Yes,8,5,3,2,No,2,75,F,Employed,Married,Yes,Yes,Yes,Yes,No,Office D - Capital,Approved,
APP000568,Myanmar,Cyprus,Online,Student,17-10-2023,07-01-2024,Fall,No,Yes,18,3,3,1,No,0,38,F,Employed,Single,No,Yes,No,Yes,Yes,Office D - Capital,Approved,
APP000569,Chile,Latvia,Online,Tourist,07-04-2023,02-05-2023,Spring,No,Yes,18,7,1,1,No,0,74,F,Employed,Divorced,Yes,Yes,No,Yes,No,Office D - Capital,Approved,
APP000570,Yemen,Spain,Online,Business,01-08-2024,09-09-2024,Summer,No,Yes,14,6,1,0,No,0,64,F,Employed,Married,Yes,Yes,Yes,Yes,No,Office A - Metro,Approved,
APP000571,Brazil,Spain,Online,Business,30-08-2024,02-10-2024,Summer,No,Yes,4,0,0,2,No,0,41,M,Employed,Divorced,Yes,No,Yes,Yes,No,Office C - Small Town,Approved,
APP000572,Indonesia,Slovakia,Online,Tourist,06-08-2023,14-09-2023,Summer,No,Yes,3,0,0,0,No,0,44,F,Self-Employed,Married,Yes,Yes,No,Yes,No,Office C - Small Town,Approved,
APP000573,Ethiopia,Spain,Online,Tourist,29-12-2023,26-01-2024,Winter,Yes,Yes,50,7,1,1,No,0,38,M,Student,Married,No,Yes,Yes,No,No,Office C - Small Town,Rejected,Incomplete Documentation
APP000574,Morocco,Spain,Online,Business,05-12-2023,08-01-2024,Winter,No,Yes,32,7,3,0,No,0,39,M,Employed,Married,Yes,Yes,No,Yes,Yes,Office A - Metro,Approved,
APP000575,Bosnia,Italy,Online,Work,01-11-2023,04-02-2024,Fall,No,Yes,35,10,2,2,No,0,70,M,Student,Single,Yes,Yes,Yes,Yes,No,Office D - Capital,Approved,
APP000576,Russia,Poland,Online,Work,21-10-2023,12-01-2024,Fall,No,Yes,0,0,0,0,No,0,45,F,Employed,Single,Yes,No,Yes,Yes,No,Office E - Border,Rejected,Insufficient Supporting Documents
APP000577,North Macedonia,Australia,Online,Tourist,11-12-2024,09-01-2025,Winter,No,Yes,12,2,0,3,No,1,72,M,Student,Married,Yes,Yes,Yes,Yes,No,Office E - Border,Approved,
APP000578,South Korea,Spain,Online,Business,08-08-2024,19-09-2024,Summer,No,Yes,2,1,0,0,No,3,63,F,Employed,Married,Yes,No,Yes,No,No,Office C - Small Town,Rejected,Previous Visa Rejections
APP000579,Turkey,Italy,In-Person,Tourist,18-02-2023,04-04-2023,Winter,No,Yes,20,6,3,0,No,0,55,M,Self-Employed,Married,Yes,Yes,Yes,Yes,No,Office D - Capital,Approved,
APP000580,Georgia,Germany,In-Person,Student,13-04-2023,18-05-2023,Spring,Yes,Yes,25,5,0,6,No,0,62,M,Employed,Divorced,Yes,Yes,No,Yes,No,Office F - Consulate,Approved,
APP000581,Palestine,Hungary,Online,Transit,18-08-2023,23-08-2023,Summer,No,Yes,17,2,5,2,No,0,19,F,Employed,Married,Yes,No,No,Yes,No,Office D - Capital,Approved,
APP000582,Tanzania,Spain,Online,Work,28-09-2024,29-12-2024,Fall,No,Yes,17,5,2,5,No,1,40,M,Employed,Divorced,Yes,Yes,Yes,Yes,No,Office B - Regional,Approved,
APP000583,Egypt,Italy,Mail,Tourist,01-09-2024,02-10-2024,Fall,No,Yes,14,5,1,0,No,0,72,M,Employed,Married,Yes,No,No,Yes,No,Office E - Border,Rejected,Insufficient Supporting Documents
APP000584,Kazakhstan,Croatia,Online,Work,03-01-2024,29-02-2024,Winter,No,Yes,10,4,0,1,Yes,0,19,M,Employed,Single,Yes,Yes,No,Yes,Yes,Office C - Small Town,Rejected,Previous Visa Overstay
APP000585,Malaysia,Romania,In-Person,Tourist,12-11-2024,11-12-2024,Fall,No,Yes,0,0,0,0,No,0,34,F,Employed,Widowed,Yes,No,No,Yes,No,Office D - Capital,Rejected,Insufficient Supporting Documents
APP000586,Lebanon,Australia,Online,Student,17-03-2024,03-05-2024,Spring,No,Yes,42,6,2,6,No,0,29,F,Student,Divorced,Yes,Yes,Yes,Yes,Yes,Office C - Small Town,Approved,
APP000587,Kazakhstan,Canada,In-Person,Student,28-02-2023,18-04-2023,Winter,No,Yes,42,9,2,0,No,0,30,F,Unemployed,Married,Yes,Yes,Yes,Yes,Yes,Office D - Capital,Approved,
APP000588,Russia,Italy,Online,Tourist,08-09-2024,30-09-2024,Fall,No,Yes,0,0,0,0,No,0,34,M,Employed,Married,Yes,Yes,No,Yes,No,Office D - Capital,Approved,
APP000589,Angola,Slovakia,Online,Business,04-06-2024,18-07-2024,Summer,No,Yes,17,4,1,1,No,1,36,F,Unemployed,Married,Yes,Yes,Yes,Yes,No,Office C - Small Town,Rejected,No Proof of Employment
APP000590,Sri Lanka,Spain,In-Person,Work,05-09-2023,15-11-2023,Fall,No,Yes,46,9,3,3,Yes,0,34,F,Employed,Married,Yes,Yes,No,Yes,No,Office F - Consulate,Rejected,Previous Visa Overstay
APP000591,Afghanistan,France,Online,Business,14-05-2024,13-06-2024,Spring,No,Yes,1,0,1,0,No,0,29,F,Employed,Single,Yes,Yes,No,Yes,No,Office E - Border,Approved,
APP000592,Oman,Czech Republic,Online,Tourist,24-04-2024,26-05-2024,Spring,No,Yes,12,1,1,1,No,0,44,M,Employed,Married,No,Yes,No,Yes,No,Office D - Capital,Rejected,Incomplete Documentation
APP000593,Serbia,Saudi Arabia,Online,Transit,30-09-2023,04-10-2023,Fall,No,Yes,12,7,0,2,No,0,64,M,Employed,Single,Yes,No,No,Yes,No,Office B - Regional,Approved,
APP000594,Morocco,Australia,Mail,Tourist,08-03-2024,09-04-2024,Spring,Yes,Yes,4,0,0,1,No,1,27,F,Employed,Single,Yes,Yes,Yes,Yes,No,Office A - Metro,Approved,
APP000595,Russia,Lithuania,Online,Tourist,01-02-2024,02-03-2024,Winter,No,Yes,3,0,1,1,No,0,23,F,Employed,Married,Yes,Yes,Yes,Yes,No,Office F - Consulate,Approved,
APP000596,Thailand,USA,In-Person,Tourist,29-12-2024,29-01-2025,Winter,No,Yes,0,0,0,0,No,0,19,F,Employed,Single,Yes,No,Yes,Yes,No,Office A - Metro,Rejected,Insufficient Supporting Documents
APP000597,Turkey,France,Online,Tourist,13-06-2023,01-08-2023,Summer,No,Yes,15,6,0,0,No,0,61,F,Employed,Married,Yes,Yes,No,No,No,Office F - Consulate,Approved,
APP000598,Afghanistan,UK,Online,Tourist,29-06-2024,13-08-2024,Summer,No,Yes,15,5,2,1,No,0,61,M,Student,Married,Yes,Yes,No,Yes,Yes,Office B - Regional,Approved,
APP000599,Serbia,France,Mail,Business,16-04-2024,21-05-2024,Spring,No,No,20,4,4,7,No,0,40,M,Retired,Single,Yes,No,No,Yes,No,Office F - Consulate,Approved,
APP000600,Kuwait,Japan,Online,Tourist,09-03-2023,15-04-2023,Spring,No,Yes,29,5,2,2,No,3,41,M,Employed,Married,Yes,Yes,Yes,Yes,No,Office C - Small Town,Approved,
APP000601,Saudi Arabia,Luxembourg,Mail,Business,10-05-2024,03-06-2024,Spring,Yes,Yes,3,0,0,0,No,0,56,F,Employed,Married,Yes,Yes,No,Yes,No,Office C - Small Town,Approved,
APP000602,Tunisia,Norway,Mail,Business,18-10-2023,11-11-2023,Fall,No,Yes,6,2,0,2,No,0,76,F,Retired,Single,Yes,No,No,No,No,Office E - Border,Rejected,Insufficient Financial Proof
APP000603,Turkey,Germany,Online,Business,13-07-2023,30-08-2023,Summer,No,Yes,11,7,1,0,No,0,47,M,Retired,Single,No,Yes,No,No,No,Office F - Consulate,Rejected,Incomplete Documentation
APP000604,Turkey,Netherlands,Online,Business,06-10-2023,02-11-2023,Fall,No,Yes,7,1,1,0,No,0,67,F,Employed,Married,Yes,Yes,No,Yes,No,Office D - Capital,Approved,
APP000605,Nigeria,Italy,In-Person,Student,09-07-2023,26-08-2023,Summer,No,No,8,6,0,0,No,0,40,M,Self-Employed,Single,Yes,No,No,Yes,Yes,Office A - Metro,Approved,
APP000606,Iran,USA,In-Person,Transit,21-10-2023,30-10-2023,Fall,No,No,11,8,0,1,No,2,65,F,Retired,Married,Yes,No,Yes,No,No,Office F - Consulate,Rejected,Insufficient Financial Proof
APP000607,Venezuela,Spain,Online,Student,17-06-2023,08-08-2023,Summer,No,Yes,12,5,0,1,No,0,53,M,Employed,Married,Yes,Yes,Yes,Yes,No,Office F - Consulate,Rejected,Missing Sponsorship Letter
APP000608,Cameroon,Hungary,Online,Work,12-01-2023,22-04-2023,Winter,No,No,2,0,0,0,No,0,46,M,Employed,Married,No,Yes,Yes,Yes,No,Office D - Capital,Rejected,Incomplete Documentation
APP000609,Japan,Austria,Online,Work,12-09-2023,13-11-2023,Fall,No,No,11,1,0,1,No,1,37,F,Employed,Single,Yes,Yes,No,Yes,Yes,Office F - Consulate,Rejected,Previous Visa Rejections
APP000610,Iraq,Qatar,In-Person,Tourist,07-11-2023,10-12-2023,Fall,No,Yes,45,9,2,1,No,0,64,M,Retired,Single,Yes,No,No,Yes,No,Office C - Small Town,Approved,
APP000611,Vietnam,Spain,In-Person,Tourist,03-06-2024,14-07-2024,Summer,No,Yes,4,0,1,0,No,4,26,M,Employed,Single,Yes,Yes,Yes,Yes,No,Office A - Metro,Rejected,Previous Visa Rejections
APP000612,India,UK,In-Person,Student,02-07-2024,06-09-2024,Summer,No,Yes,20,3,1,0,No,0,65,M,Employed,Single,Yes,Yes,Yes,Yes,Yes,Office A - Metro,Rejected,High Risk Route
APP000613,Thailand,USA,In-Person,Tourist,15-05-2023,28-06-2023,Spring,No,Yes,42,10,2,6,No,0,50,M,Employed,Single,Yes,Yes,Yes,No,No,Office E - Border,Approved,
APP000614,Tanzania,Denmark,Online,Tourist,27-05-2024,09-07-2024,Spring,No,Yes,9,2,0,1,No,0,55,F,Employed,Single,No,Yes,No,No,No,Office B - Regional,Rejected,Incomplete Documentation
APP000615,India,France,Mail,Business,15-09-2023,27-10-2023,Fall,No,Yes,44,4,2,1,No,0,64,M,Student,Divorced,No,Yes,No,Yes,Yes,Office E - Border,Rejected,Incomplete Documentation
APP000616,South Korea,Lithuania,Online,Tourist,09-11-2024,02-12-2024,Fall,No,Yes,7,3,3,1,No,0,53,M,Employed,Widowed,Yes,Yes,No,Yes,Yes,Office F - Consulate,Approved,
APP000617,Uzbekistan,France,Online,Business,13-11-2023,18-12-2023,Fall,No,Yes,7,1,1,2,No,0,53,M,Employed,Single,Yes,Yes,No,Yes,No,Office B - Regional,Approved,
APP000618,Chile,UK,Online,Business,25-03-2024,03-05-2024,Spring,No,Yes,1,0,0,1,No,0,52,M,Employed,Single,Yes,Yes,Yes,Yes,No,Office A - Metro,Approved,
APP000619,Jordan,Croatia,In-Person,Work,04-04-2023,10-06-2023,Spring,No,Yes,10,8,0,1,No,0,63,M,Employed,Single,Yes,Yes,Yes,Yes,No,Office E - Border,Approved,
APP000620,Turkey,Romania,Online,Tourist,04-02-2024,29-02-2024,Winter,No,Yes,5,0,0,0,No,0,61,M,Employed,Divorced,Yes,No,No,Yes,No,Office E - Border,Rejected,Insufficient Supporting Documents
APP000621,Peru,Czech Republic,In-Person,Business,18-12-2024,23-01-2025,Winter,No,Yes,12,3,1,2,No,0,38,F,Student,Married,Yes,No,Yes,Yes,No,Office C - Small Town,Approved,
APP000622,Saudi Arabia,USA,In-Person,Tourist,24-09-2023,02-11-2023,Fall,No,Yes,26,3,0,1,No,0,40,M,Employed,Divorced,Yes,Yes,Yes,Yes,No,Office D - Capital,Approved,
APP000623,South Africa,France,In-Person,Tourist,17-10-2024,16-11-2024,Fall,No,Yes,10,2,2,0,No,0,47,F,Employed,Widowed,Yes,No,No,Yes,No,Office E - Border,Approved,
APP000624,Qatar,Canada,Online,Business,02-12-2024,27-12-2024,Winter,No,Yes,14,5,2,1,No,0,46,F,Employed,Married,Yes,Yes,No,Yes,No,Office A - Metro,Approved,
APP000625,Syria,Hungary,Online,Tourist,03-12-2023,05-01-2024,Winter,No,Yes,14,4,3,1,No,0,42,F,Employed,Married,Yes,Yes,No,Yes,No,Office B - Regional,Approved,
APP000626,China,Finland,Online,Student,16-07-2024,24-08-2024,Summer,No,Yes,3,2,0,0,No,0,13,M,Employed,Married,Yes,Yes,No,Yes,Yes,Office A - Metro,Approved,
APP000627,Russia,Italy,Online,Tourist,19-08-2023,24-09-2023,Summer,No,Yes,2,2,0,1,No,0,49,M,Employed,Widowed,Yes,No,No,Yes,No,Office B - Regional,Rejected,Insufficient Supporting Documents
APP000628,Brazil,Australia,Online,Tourist,14-09-2023,15-10-2023,Fall,No,Yes,18,3,2,1,No,1,50,F,Self-Employed,Widowed,Yes,Yes,Yes,No,No,Office B - Regional,Approved,
APP000629,China,Singapore,In-Person,Business,24-12-2024,06-02-2025,Winter,No,Yes,8,3,1,2,No,0,39,F,Employed,Married,Yes,No,Yes,No,No,Office E - Border,Rejected,Insufficient Financial Proof
APP000630,Senegal,Hungary,In-Person,Tourist,24-09-2024,18-10-2024,Fall,No,Yes,29,4,4,1,No,0,41,F,Self-Employed,Single,Yes,Yes,No,Yes,Yes,Office B - Regional,Approved,
APP000631,Angola,Italy,Online,Tourist,16-02-2023,14-03-2023,Winter,No,No,2,1,0,0,No,0,37,M,Retired,Single,Yes,Yes,No,Yes,Yes,Office F - Consulate,Approved,
APP000632,North Macedonia,Denmark,Mail,Family,24-04-2024,12-05-2025,Spring,Yes,Yes,4,0,0,0,No,0,54,F,Student,Married,No,No,Yes,Yes,No,Office F - Consulate,Rejected,Incomplete Documentation
APP000633,Moldova,Canada,In-Person,Business,03-08-2024,13-09-2024,Summer,No,Yes,8,4,0,0,No,2,53,F,Employed,Single,Yes,Yes,Yes,Yes,No,Office C - Small Town,Rejected,Previous Visa Rejections
APP000634,Turkey,France,In-Person,Transit,06-03-2024,10-03-2024,Spring,Yes,Yes,29,7,1,4,No,1,28,F,Student,Married,Yes,Yes,No,Yes,Yes,Office B - Regional,Approved,
APP000635,Philippines,UK,Online,Tourist,09-09-2024,08-10-2024,Fall,No,Yes,35,7,5,2,No,2,35,M,Employed,Married,Yes,No,Yes,Yes,No,Office B - Regional,Approved,
APP000636,Russia,New Zealand,Online,Tourist,30-10-2023,19-11-2023,Fall,Yes,Yes,8,8,1,4,No,1,39,M,Employed,Married,Yes,Yes,Yes,Yes,No,Office F - Consulate,Rejected,Previous Visa Rejections
APP000637,Dominican Republic,Malta,Online,Student,14-06-2023,12-08-2023,Summer,No,Yes,7,5,1,1,No,0,30,M,Student,Married,Yes,No,Yes,Yes,Yes,Office F - Consulate,Approved,
APP000638,India,UK,Online,Tourist,03-07-2023,13-09-2023,Summer,No,Yes,22,7,0,0,No,1,41,M,Retired,Single,Yes,Yes,Yes,No,No,Office E - Border,Rejected,Insufficient Financial Proof
APP000639,China,South Korea,In-Person,Student,02-12-2024,29-01-2025,Winter,No,Yes,12,8,1,1,No,0,60,F,Self-Employed,Divorced,Yes,Yes,Yes,No,Yes,Office F - Consulate,Rejected,Insufficient Financial Proof
APP000640,Kuwait,UK,Online,Tourist,21-01-2023,19-02-2023,Winter,No,Yes,4,0,0,0,No,0,24,F,Employed,Single,Yes,Yes,No,Yes,No,Office E - Border,Rejected,Poor Travel History
APP000641,Afghanistan,Luxembourg,Online,Tourist,18-09-2024,18-10-2024,Fall,No,Yes,4,2,2,0,No,1,23,M,Unemployed,Married,Yes,Yes,Yes,No,No,Office B - Regional,Rejected,Insufficient Financial Proof
APP000642,Nigeria,Germany,Online,Work,27-08-2024,07-11-2024,Summer,No,Yes,26,10,0,8,No,1,58,F,Employed,Married,Yes,Yes,No,Yes,No,Office E - Border,Approved,
APP000643,Vietnam,Portugal,Online,Work,29-12-2024,13-03-2025,Winter,No,Yes,41,8,4,0,No,0,52,F,Employed,Married,Yes,Yes,Yes,No,No,Office C - Small Town,Rejected,Insufficient Financial Proof
APP000644,Iraq,Malta,Online,Work,18-07-2024,23-09-2024,Summer,Yes,Yes,9,1,0,0,No,0,32,F,Employed,Single,Yes,Yes,Yes,Yes,No,Office B - Regional,Approved,
APP000645,Russia,Malta,Online,Business,01-07-2024,02-08-2024,Summer,No,Yes,12,3,0,4,No,0,66,F,Student,Single,Yes,Yes,No,Yes,No,Office E - Border,Approved,
APP000646,Syria,Spain,Online,Business,16-01-2024,09-02-2024,Winter,No,Yes,13,4,2,1,No,0,41,F,Student,Married,Yes,No,No,Yes,No,Office C - Small Town,Rejected,Insufficient Supporting Documents
APP000647,Kazakhstan,Germany,In-Person,Work,30-12-2023,14-03-2024,Winter,No,Yes,4,2,1,1,No,0,27,M,Employed,Married,Yes,Yes,Yes,Yes,No,Office C - Small Town,Approved,
APP000648,India,Greece,In-Person,Tourist,27-06-2023,09-08-2023,Summer,No,Yes,26,8,2,7,No,0,42,F,Employed,Married,Yes,No,No,No,No,Office F - Consulate,Approved,
APP000649,Mexico,Italy,Online,Tourist,23-08-2024,05-10-2024,Summer,No,Yes,10,1,0,2,No,0,63,F,Employed,Married,Yes,Yes,No,Yes,Yes,Office A - Metro,Approved,
APP000650,Bahrain,New Zealand,Mail,Work,12-12-2023,07-03-2024,Winter,No,Yes,0,0,0,0,No,0,39,F,Employed,Single,Yes,Yes,Yes,Yes,No,Office E - Border,Approved,
APP000651,Saudi Arabia,Italy,Online,Tourist,19-09-2024,11-10-2024,Fall,Yes,Yes,8,3,1,1,No,2,46,F,Retired,Married,Yes,Yes,Yes,Yes,No,Office E - Border,Rejected,Previous Visa Rejections
APP000652,Kenya,Netherlands,Mail,Business,08-06-2024,16-07-2024,Summer,No,Yes,8,3,4,0,No,0,47,M,Employed,Single,Yes,Yes,Yes,Yes,No,Office C - Small Town,Approved,
APP000653,Senegal,Malta,Online,Tourist,01-12-2023,31-12-2023,Winter,No,Yes,1,1,0,1,No,0,33,F,Employed,Single,Yes,Yes,No,Yes,No,Office A - Metro,Rejected,Poor Travel History
APP000654,Sri Lanka,Spain,Online,Tourist,26-04-2024,05-06-2024,Spring,No,Yes,15,2,3,0,No,0,27,F,Employed,Single,No,Yes,Yes,Yes,Yes,Office D - Capital,Approved,
APP000655,Syria,France,In-Person,Tourist,28-12-2023,28-01-2024,Winter,No,No,4,2,1,0,No,1,29,F,Employed,Single,Yes,Yes,Yes,Yes,Yes,Office F - Consulate,Approved,
APP000656,Kazakhstan,Switzerland,In-Person,Student,30-01-2023,12-04-2023,Winter,No,Yes,23,8,2,4,No,2,54,M,Employed,Single,No,Yes,Yes,Yes,Yes,Office F - Consulate,Rejected,Incomplete Documentation
APP000657,Morocco,Lithuania,Online,Tourist,14-04-2023,27-05-2023,Spring,No,Yes,7,6,1,0,No,0,61,M,Student,Single,No,Yes,Yes,Yes,No,Office C - Small Town,Rejected,Incomplete Documentation
APP000658,Kuwait,Australia,In-Person,Tourist,02-02-2024,23-02-2024,Winter,Yes,Yes,20,2,1,3,No,1,16,F,Employed,Widowed,Yes,Yes,Yes,Yes,No,Office A - Metro,Approved,
APP000659,Iraq,Germany,In-Person,Tourist,02-09-2024,28-10-2024,Fall,No,Yes,15,7,1,4,No,1,65,F,Employed,Single,No,Yes,Yes,Yes,No,Office B - Regional,Rejected,Incomplete Documentation
APP000660,Belarus,Iceland,Online,Business,20-07-2024,18-08-2024,Summer,No,Yes,16,2,4,3,No,1,21,M,Retired,Divorced,Yes,Yes,Yes,Yes,No,Office E - Border,Rejected,Previous Visa Rejections
APP000661,Israel,Canada,In-Person,Tourist,21-09-2023,20-10-2023,Fall,No,Yes,5,1,0,0,No,0,29,F,Employed,Single,Yes,Yes,No,Yes,No,Office C - Small Town,Rejected,Poor Travel History
APP000662,Ecuador,Canada,Online,Tourist,23-06-2024,08-08-2024,Summer,No,Yes,4,1,0,1,No,0,51,M,Student,Divorced,Yes,Yes,No,Yes,No,Office C - Small Town,Approved,
APP000663,Dominican Republic,Netherlands,Online,Student,21-05-2024,21-08-2024,Spring,No,Yes,38,6,3,1,No,0,45,F,Employed,Single,No,No,Yes,Yes,Yes,Office A - Metro,Approved,
APP000664,Iraq,USA,In-Person,Family,11-03-2023,09-04-2024,Spring,No,Yes,10,1,1,2,No,0,23,M,Self-Employed,Married,Yes,Yes,Yes,Yes,Yes,Office C - Small Town,Approved,
APP000665,South Korea,Latvia,In-Person,Tourist,19-11-2024,22-01-2025,Fall,No,No,11,2,2,1,No,1,10,M,Retired,Married,No,No,Yes,No,No,Office D - Capital,Rejected,Incomplete Documentation
APP000666,Russia,UK,Mail,Business,19-01-2023,17-02-2023,Winter,No,No,1,1,1,0,No,0,61,F,Employed,Single,Yes,No,No,No,No,Office F - Consulate,Rejected,Insufficient Financial Proof
APP000667,Serbia,France,In-Person,Work,28-12-2024,10-03-2025,Winter,Yes,Yes,19,5,2,2,No,1,51,F,Employed,Single,No,Yes,Yes,Yes,No,Office A - Metro,Rejected,Incomplete Documentation
APP000668,Jordan,Saudi Arabia,Mail,Student,06-04-2023,18-05-2023,Spring,No,Yes,2,0,0,0,No,0,36,F,Unemployed,Married,Yes,Yes,Yes,Yes,Yes,Office F - Consulate,Approved,
APP000669,Algeria,Germany,Online,Tourist,18-04-2023,02-06-2023,Spring,No,No,12,6,0,3,No,0,18,M,Self-Employed,Married,No,Yes,No,Yes,No,Office D - Capital,Rejected,Incomplete Documentation
APP000670,Kazakhstan,Germany,In-Person,Student,28-04-2024,10-06-2024,Spring,Yes,Yes,8,1,1,1,No,0,48,F,Employed,Widowed,No,Yes,Yes,Yes,Yes,Office B - Regional,Rejected,Incomplete Documentation
APP000671,Morocco,Germany,In-Person,Business,05-09-2024,09-10-2024,Fall,No,Yes,20,3,1,3,No,3,58,F,Self-Employed,Married,Yes,No,Yes,Yes,No,Office F - Consulate,Rejected,Previous Visa Rejections
APP000672,Venezuela,Netherlands,Online,Tourist,26-08-2023,26-09-2023,Summer,No,Yes,15,5,0,3,No,0,48,M,Employed,Married,Yes,Yes,No,Yes,No,Office C - Small Town,Approved,
APP000673,Ethiopia,Sweden,Online,Business,17-03-2024,19-04-2024,Spring,No,Yes,10,5,0,1,No,0,26,M,Student,Married,Yes,Yes,No,Yes,No,Office D - Capital,Approved,
APP000674,Brazil,Singapore,In-Person,Student,15-07-2024,19-09-2024,Summer,No,Yes,4,0,0,0,No,0,50,F,Retired,Divorced,Yes,Yes,Yes,Yes,No,Office D - Capital,Approved,
APP000675,Jordan,Germany,In-Person,Tourist,05-04-2024,04-05-2024,Spring,No,Yes,28,4,4,0,No,0,49,M,Employed,Widowed,Yes,Yes,No,Yes,No,Office F - Consulate,Approved,
APP000676,Mexico,Greece,In-Person,Tourist,24-01-2023,21-02-2023,Winter,No,Yes,5,0,2,0,No,0,18,F,Employed,Married,Yes,No,No,Yes,No,Office D - Capital,Rejected,Insufficient Supporting Documents
APP000677,Tanzania,Austria,Online,Family,14-03-2023,09-02-2024,Spring,No,Yes,17,3,0,2,No,4,58,F,Employed,Divorced,Yes,Yes,Yes,Yes,Yes,Office B - Regional,Rejected,Previous Visa Rejections
APP000678,Saudi Arabia,USA,In-Person,Tourist,14-02-2024,31-03-2024,Winter,No,Yes,2,0,2,0,No,1,38,F,Student,Single,No,Yes,Yes,No,No,Office E - Border,Rejected,Incomplete Documentation
APP000679,Somalia,Spain,Online,Work,19-01-2023,28-04-2023,Winter,No,Yes,18,4,4,3,No,0,66,M,Employed,Single,No,Yes,Yes,Yes,No,Office D - Capital,Rejected,Incomplete Documentation
APP000680,Vietnam,Spain,Online,Work,28-10-2023,30-01-2024,Fall,No,Yes,42,5,0,0,No,0,52,F,Student,Single,Yes,Yes,Yes,Yes,No,Office E - Border,Approved,
APP000681,China,USA,In-Person,Business,24-08-2023,22-10-2023,Summer,No,No,7,2,3,1,No,0,56,M,Retired,Single,Yes,No,Yes,Yes,No,Office F - Consulate,Approved,
APP000682,Armenia,Germany,Online,Tourist,05-01-2024,16-02-2024,Winter,No,Yes,45,5,0,5,No,0,28,M,Self-Employed,Single,No,No,No,Yes,No,Office B - Regional,Rejected,Incomplete Documentation
